title,authors,average_rating,isbn,# num_pages
The House of the Spirits,Isabel Allende-Madga Bogin-Christopher Hitchens,4.22,1400043182,488
The House of the Spirits,Isabel Allende,4.22,0553273914,433
The House of the Spirits (Everyman's Library),Isabel Allende-Magda Bogin,4.22,1857152816,488
"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""",Frederick P. Lenz,0.0,1932206108,228
Insights: Talks On The Nature Of Existence,Frederick P. Lenz,5.0,1932206086,304
Palestine: Peace Not Apartheid,Jimmy Carter,3.81,0743285026,288
Our Endangered Values: America's Moral Crisis,Jimmy Carter,3.87,0743285018,224
An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,3.89,0743211995,288
The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Steven F. Hayward,3.42,0895260905,272
The Virtues of Aging,Jimmy Carter,3.51,0345425928,160
Living Faith,Jimmy Carter,3.79,0812930347,288
Sharing Good Times,Jimmy Carter,3.49,0743270681,192
Until I Find You,John Irving,3.63,0345479726,820
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,0349113467,279
Atlas Shrugged,Ayn Rand,3.68,0525948929,1176
Atlas Shrugged,Ayn Rand-Leonard Peikoff,3.68,0452286360,1192
Atlas Shrugged,Ayn Rand,3.68,0451171926,1074
Atlas Shrugged,Ayn Rand,3.68,0394415760,1168
Skinny Legs and All,Tom Robbins,4.04,1842430343,422
Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.18,0449910288,224
Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,4.13,0874776317,224
The Sari Shop,Rupa Bajwa,3.43,039332690X,224
Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.63,0440241413,368
Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.65,044024191X,388
Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,0440241812,387
Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,3.77,0440241898,407
Shopaholic & Baby (Shopaholic  #5),Sophie Kinsella,3.79,0385338708,359
The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.63,0552998877,320
The Story of Chicago May,Nuala O'Faolain,3.23,1573223204,307
Chicago Stories,James T. Farrell-Charles Fanning,3.89,0252019814,296
Chicago Stories: Tales of the City,John  Miller-Stuart Dybek,3.56,0811839745,224
The Handmaid's Tale,Margaret Atwood,4.09,0224023489,324
The Basic Works of Aristotle,Aristotle-Richard Peter McKeon-C.D.C. Reeve,4.24,0375757996,1487
Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard-Walter Lowrie,4.1,0691019622,420
Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra-Stanley Appelbaum,3.3,0486406660,288
Don Quijote de la Mancha,Miguel de Cervantes Saavedra,3.87,8432048712,1138
The Complete Collected Poems,Maya Angelou,4.42,067942895X,273
Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel-A.V. Miller-John Niemeyer Findlay,3.92,0198245971,640
Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel-Yirmiyahu Yovel,4.04,0691120528,223
Hegel's Phenomenology of Spirit,Martin Heidegger-Kenneth Maly-Parvis Emad,4.19,0253209102,176
Plato: Complete Works,Plato-John M. Cooper-Benjamin Jowett-Dorothea Frede-Alexander Nehamas-Paul Woodruff-Anthony Kenny-Rosamond Kent Sprague-Nicholas D. Smith-Karen Bell-D.S. Hutchinson-Donald J. Zeyl-Francisco J. González-Diskin Clay-Malcolm Schofield-Glenn R. Morrow-Jonathan Barnes-G.M.A. Grube-Brad Inwood-Mark Joyal-Jackson P. Hershbell-J.M. Edmonds-C.D.C. Reeve-Myles Burnyeat-Nicholas P. White-Mary Louise Gill-C.J. Rowe-Stanley Lombardo-David Gallop-Jeffrey Mitscherling-Richard D. McKiharan Jr.-Andrew S. Becker-Mark Reuter-M.J. Levett-Paul        Ryan,4.34,0872203492,1838
A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle-Plato,4.33,1559343567,125
Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.81,0439474299,416
The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.94,080755538X,128
The Midnight Kittens (The Hundred and One Dalmatians  #3),Dodie Smith,3.33,0491024037,119
Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust-C.K. Scott Moncrieff-Terence Kilmartin-D.J. Enright,4.41,0375752196,749
Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,4.27,0687002826,306
A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,1595542329,400
Devil's Embrace (Devil  #1),Catherine Coulter,3.8,0451200268,397
The Book of Embraces,Eduardo Galeano-Cedric Belfrage-Mark Schafer,4.29,0393308553,288
Experiencing Father's Embrace,Jack Frost,4.34,0768423481,256
A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.2,080282966X,330
Memory's Embrace (Corbins  #3),Linda Lael Miller,4.18,0671737694,320
Beauty: The Invisible Embrace,John O'Donohue,4.45,0060957263,261
Embrace,Mark Behr,3.75,0349113009,726
Saving Fish from Drowning,Amy Tan,3.43,034546401X,472
Un Lugar Llamado Nada,Amy Tan-Claudia Conde,3.43,840806701X,475
Virginia Woolf: An Inner Life,Julia Briggs,4.17,0156032295,544
Measure for Measure,William Shakespeare,3.67,014101380X,224
Henry Adams and the Making of America,Garry Wills,3.79,0618134301,480
Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi-Mattias Ripa,4.24,037571457X,153
Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi-Anjali Singh,4.25,0375714669,187
Persepolis  Volume 3,Marjane Satrapi,4.4,2844141048,96
Persepolis  Volume 1,Marjane Satrapi,4.24,2844140580,76
Persépolis 2 (Em Portuguese do Brasil),Marjane Satrapi,4.43,853590638X,88
Chicken with Plums,Marjane Satrapi,3.85,0375424156,84
Embroideries,Marjane Satrapi-Anjali Singh,3.85,0375714677,144
The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,0753820250,520
Shadow Divers,Robert Kurson,4.29,0965925072,335
Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry-Ridley Pearson-Greg Call,4.15,078683787X,557
Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,0765342405,469
The Poe Shadow,Matthew Pearl,3.12,1400061032,367
Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.94,0812565959,451
Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4.0,0345453867,336
The Shadow Rising (Wheel of Time  #4),Robert Jordan,4.23,0812513738,1007
The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz-Richard Poe,4.22,1595550445,304
Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara-Michelle Sagara West,3.79,0373802544,507
Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.07,0062507540,118
Shadows of the Empire (Star Wars),Steve Perry,3.82,0553574132,385
In Praise of Shadows,Jun'ichirō Tanizaki-Thomas J. Harper-Edward G. Seidensticker,4.1,0099283573,73
Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.39,006062213X,272
Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,0515135968,323
The Elephant Vanishes,Haruki Murakami-Alfred Birnbaum-Jay Rubin,3.86,0099448750,327
Sputnik Sweetheart,Haruki Murakami-Philip Gabriel,3.82,0099448475,229
Back to Wando Passo,David     Payne,3.3,0060851899,448
Confessions of a Taoist on Wall Street,David     Payne,3.88,0701139560,735
Still Life with Woodpecker,Tom Robbins,4.04,184243022X,288
Half Asleep in Frog Pajamas,Tom Robbins,3.74,184243036X,389
Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,0553107755,415
Salomes Siebter Schleier,Tom Robbins,4.04,3499134977,558
PanAroma: Jitterbug Perfume,Tom Robbins-Nikolaus Hansen,4.24,3499156717,556
Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins-Pociao-Roberto de Hollanda,3.98,3499154293,376
Halbschlaf im Froschpyjama,Tom Robbins-Pociao-Walter Hartmann,3.74,3499224429,459
Hocus Pocus,Kurt Vonnegut,3.82,0425161293,322
God Bless You  Mr. Rosewater,Kurt Vonnegut,3.96,0385333471,288
Wampeters  Foma and Granfalloons,Kurt Vonnegut,3.78,0385333811,318
Mother Night,Kurt Vonnegut,4.22,0385334141,282
Galápagos,Kurt Vonnegut,3.87,0385333870,324
Timequake,Kurt Vonnegut,3.72,0099267543,219
Slapstick  or Lonesome No More!,Kurt Vonnegut,3.87,0385334230,288
Player Piano,Kurt Vonnegut,3.87,0385333781,341
Deadeye Dick,Kurt Vonnegut,3.81,0385334176,271
Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut-Lee Stringer,3.72,0743410580,80
Bluebeard,Kurt Vonnegut,4.03,038533351X,318
Palm Sunday: An Autobiographical Collage,Kurt Vonnegut,3.77,0385334265,300
Sun  Moon  Star,Kurt Vonnegut-Ivan Chermayeff,3.79,0060263199,62
Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut,4.36,051712436X,527
Palm Sunday/Welcome to the Monkeyhouse,Kurt Vonnegut,4.16,0099387816,642
A Man Without A Country,Kurt Vonnegut-Daniel Simon,4.08,0739466224,146
Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.42,0060544880,912
Farewell Summer,Ray Bradbury,3.71,0061131547,211
The Stories of Ray Bradbury Volume 2,Ray Bradbury,4.31,0586057498,685
Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,4.21,0553286374,348
Dandelion Wine,Ray Bradbury,4.09,0380977265,267
The Homecoming,Ray Bradbury-Dave McKean,4.09,0060859628,56
The Illustrated Man,Ray Bradbury,4.14,0552083291,186
Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,1877741094,176
Something Wicked This Way Comes & A Sound of Thunder,Ray Bradbury-Stefan Rudnicki,4.04,0786176261,1
Switch on the Night,Ray Bradbury-Leo Dillon-Diane Dillon,4.09,0553112449,40
The Best of Ray Bradbury,Ray Bradbury-Dave Gibbons-Richard Corben-Mike Mignola,4.07,0743474767,162
From the Dust Returned,Ray Bradbury,3.75,0743429982,206
The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,4.22,0060545844,384
The Cat's Pajamas,Ray Bradbury,3.73,0060777338,234
Essays,George Orwell-John Carey,4.33,0375415033,1369
A Collection of Essays,George Orwell,4.33,0156186004,316
Down And Out In Paris And London,George Orwell,4.11,0436350238,230
Why I Write,George Orwell,4.03,0143036351,120
Homage to Catalonia,George Orwell-Lionel Trilling,4.15,0156421178,232
Keep the Aspidistra Flying,George Orwell,3.88,0141183721,277
The Orwell Reader: Fiction  Essays  and Reportage,George Orwell-Richard H. Rovere,4.37,0156701766,480
If on a Winter's Night a Traveler,Italo Calvino-William Weaver-Peter Washington,4.06,0679420258,254
Fear of Flying,Erica Jong,3.45,0451209435,461
Parachutes & Kisses,Erica Jong,3.47,1585425001,405
Fear of Fifty: A Midlife Memoir,Erica Jong,3.56,1585425249,329
How to Save Your Own Life: An Isadora Wing Novel,Erica Jong-Anthony Burgess,3.6,1585424994,313
Any Woman's Blues,Erica Jong,3.51,1585425494,362
What Do Women Want?: Essays by Erica Jong,Erica Jong,3.69,1585425540,309
Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,3.79,0393324354,512
Serenissima aka Shylock's Daughter,Erica Jong,3.26,0440201047,384
Dogeaters,Jessica Hagedorn,3.58,1559362154,96
Crescent Moon  Vol. 6 (Crescent Moon #6),Haruko Iida,4.22,1591829534,169
Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,3.83,0374528667,272
Love in the Time of Cholera,Gabriel García Márquez-Edith Grossman,3.9,140003468X,348
El amor en los tiempos del cólera,Gabriel García Márquez,3.9,9500703203,451
Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,4.23,0826414753,188
The Unbearable Lightness of Being,Milan Kundera-Michael Henry Heim,4.09,0571224385,320
Obasan,Joy Kogawa,3.63,0385468865,320
Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,0765344955,1296
Ender's Game (Ender's Saga  #1),Orson Scott Card,4.3,0765317389,226
Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.06,0812532570,432
Ender's Game (Ender's Saga  #1),Orson Scott Card,4.3,0739464736,261
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.73,0307237699,375
The Art of War,Mao Zedong,4.25,097607267X,328
Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,4.16,0060826584,512
Wild Swans: Three Daughters of China,Jung Chang,4.25,0007176155,666
Wild Swan (Wild Swan Trilogy  #1),Celeste De Blasis,4.36,0553249371,687
The Wild Swans,Peg Kerr,3.66,0446608475,464
An Ordinary Person's Guide to Empire,Arundhati Roy,3.99,0896087271,200
The God of Small Things,Arundhati Roy,3.93,0679457313,340
Women in Love (Brangwen Family  #2),D.H. Lawrence,3.66,0486424588,416
Women Who Love Too Much,Robin Norwood,4.0,0099474123,314
Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,Susan Forward-Joan Torres,4.09,0553381415,304
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,0767902521,284
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,0307279464,397
A Walk in the Woods (Stickerific),Walt Disney Company,3.5,0736411038,16
The Fortress of Solitude,Jonathan Lethem,3.88,0571219357,528
Fortress of Solitude / The Devil Genghis,Kenneth Robeson-Lester Dent,4.01,1932806490,128
Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,4.26,0330261568,393
Cosmicomics,Italo Calvino-Burkhart Kroeber,4.2,3446151524,417
Invisible Cities,Italo Calvino-William Weaver,4.17,0156453800,165
The Watcher and Other Stories,Italo Calvino-William Weaver-Archibald Colquhoun,3.72,0156949520,181
Difficult Loves,Italo Calvino,3.93,0156260557,300
Six Memos For The Next Millennium,Italo Calvino,4.23,0099730510,128
The Nonexistent Knight & The Cloven Viscount,Italo Calvino,4.03,0156659751,272
The View from Castle Rock,Alice Munro,3.69,1400042828,349
The View From Castle Rock,Alice Munro,3.69,0771065264,368
Ten Days in the Hills,Jane Smiley,2.51,1400040612,450
Huérfanos de Brooklyn,Jonathan Lethem,3.91,849793296X,368
Crossing to Safety,Wallace Stegner-Terry Tempest Williams-T.H. Watkins,4.16,037575931X,368
Oh Rats! The Story of Rats and People,Albert Marrin-C.B. Mordan,3.75,0525477624,48
King Rat (Asian Saga  #4),James Clavell,4.13,0385333765,368
Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea-Mark Wahlberg",3.51,0060837160,304
Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.34,0375700986,120
Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami-Ellen Archer-Patrick Lawlor,3.84,1400102952,0
Blind Willow  Sleeping Woman,Haruki Murakami-Philip Gabriel-Jay Rubin,3.84,1400044618,333
The Crying of Lot 49,Thomas Pynchon,3.7,055313888X,138
The Bookseller of Kabul,Åsne Seierstad-Ingrid Christopherson,3.77,0316159417,288
Reading Lolita In Tehran - A Memoir In Books,Azar Nafisi,3.6,0965470806,347
Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,0807831093,174
Making Globalization Work,Joseph E. Stiglitz,3.85,0393061221,384
Prep,Curtis Sittenfeld,3.38,081297235X,420
Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,8426415164,457
The Ground Beneath Her Feet,Salman Rushdie,3.78,0312254997,576
The Moor's Last Sigh,Salman Rushdie,3.92,009959241X,434
Los Versos Satánicos,Salman Rushdie,3.71,8497598369,679
East  West,Salman Rushdie,3.56,0099533014,224
Dangling Man,Saul Bellow-Salman Rushdie,3.53,0140189351,191
Grimus,Salman Rushdie,3.4,0812969995,320
Breakfast at Tiffany's,Truman Capote,3.89,0140274111,157
Jesus' Son,Denis Johnson,4.13,041377242X,192
Angels,Denis Johnson,3.85,0099440830,209
The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.16,0060926961,240
Resuscitation of a Hanged Man,Denis Johnson,3.69,0413772322,272
The Stars at Noon,Denis Johnson,3.59,0060976101,192
The Name of the World,Denis Johnson,3.51,0413771601,129
The Rules of Attraction,Bret Easton Ellis,3.7,067978148X,283
Glamorama,Bret Easton Ellis,3.47,0375703845,546
The Informers,Bret Easton Ellis,3.38,0330339184,240
Less Than Zero,Bret Easton Ellis,3.58,0679781498,208
Die Informanten,Bret Easton Ellis,3.38,3462030531,257
A Christmas Memory,Truman Capote,4.24,0375837892,48
In Cold Blood,Truman Capote-Bob Colacello,4.07,0375507906,343
The Southern Haunting of Truman Capote,James C.    Simmons-Marie Rudisill,3.96,1581821360,135
Summer Crossing,Truman Capote,3.44,0812975936,142
Answered Prayers,Truman Capote,3.48,0141185937,192
The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,0679745572,272
From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor-El Hagahn,4.31,0962088110,151
Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.95,0792274571,320
Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut,3.45,0385280793,304
Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,3.72,1594201080,288
Atonement,Ian McEwan,3.89,0965404560,351
Atonement,Ian McEwan,3.89,0385503954,351
The Cement Garden,Ian McEwan,3.56,0099468387,144
The Daydreamer,Ian McEwan-Anthony Browne,3.7,0099470713,192
Atonement,Ian McEwan,3.89,0099429799,372
Erläuterungen zu Hermann Hesse  Narziß und Goldmund,Maria-Felicitas Herforth,4.5,3804417353,92
Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great-Gertrud Jaron Lewis,3.2,0879074493,165
Gertrud,Hermann Hesse,3.85,3518373900,180
Der Prozeß,Franz Kafka,3.98,3423026448,309
Der Prozess,Franz Kafka,3.98,0805232117,0
Naokos Lächeln,Haruki Murakami-Ursula Gräfe,4.03,3442730503,416
Die unerträgliche Leichtigkeit des Seins,Milan Kundera,4.09,3596505224,301
Die Langsamkeit,Milan Kundera,3.66,3596130883,150
Die Unsterblichkeit,Milan Kundera,4.13,3596106729,415
Die Unwissenheit,Milan Kundera,3.77,3596151287,179
The Ruined Map,Kōbō Abe-E. Dale Saunders,3.56,0375726527,304
The Woman in the Dunes,Kōbō Abe-E. Dale Saunders,3.91,0679733787,241
The Box Man,Kōbō Abe-E. Dale Saunders,3.65,0375726519,178
The Face of Another,Kōbō Abe-E. Dale Saunders,3.77,0375726535,238
Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe-Donald Keene,3.91,0231082819,233
Friends,Kōbō Abe-Donald Keane,3.65,4805302380,94
Secret Rendezvous,Kōbō Abe-Juliet Winters Carpenter,3.62,0375726543,192
Oracle Night,Paul Auster,3.78,0965913228,245
Eleanor Rigby,Douglas Coupland,3.65,1582346437,272
Homo Faber,Max Frisch,3.74,0156421356,228
Max Frisch  Homo faber,Reinhard Meurer,2.0,3486099213,109
Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.75,3804417833,104
Homo faber,Max Frisch,3.74,3518010875,202
Homo faber: Ein Bericht.,Max Frisch,3.74,3458340440,298
The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.88,1400076323,512
The Wall,Jean-Paul Sartre,4.08,184391400X,183
